,413FM0J_sample001,YA4JE89_sample001,AI8K1H6_sample002,GM30XFD_sample003,YA4JE89_sample002,JD32HPP_sample005,AI8K1H6_sample001,413FM0J_sample002,128T8B4_sample025,UYX1M7A_sample004,2I1Y0Z9_sample001,2I1Y0Z9_sample002,Z9UVZX7_sample001,ZF8WDFS_sample005,0QJ6J2T_sample001,314Z52D_sample001,P7IG2M6_sample001,77SHGAG_sample002,77SHGAG_sample001,3RGFT20_sample004,IYRVLF5_sample001,H84559E_sample004,7F3ZM3T_sample001,F27B011_sample001,C5J912G_sample001,P7IG2M6_sample002,ERUH8Y4_sample001,Q15VFHB_sample002,3WR61X3_sample001,1KEQR84_sample002,91W7C88_sample003,K5LA59U_sample002,JD32HPP_sample003,1KEQR84_sample001,Z9UVZX7_sample004,IYRVLF5_sample002,I9178W9_sample001,GM30XFD_sample002,Z9UVZX7_sample002,5OCQITY_sample001,Q15VFHB_sample001,K5LA59U_sample001,2DZJ8RE_sample002,50RWL61_sample002,O697I0L_sample001,BV5W979_sample001,50RWL61_sample003,BV5W979_sample003,H84559E_sample001,UYX1M7A_sample003,JD32HPP_sample002,LPHTEXM_sample001,C18HPI3_sample003,H84559E_sample003,1KEQR84_sample003,BV5W979_sample002,UYX1M7A_sample005,3CA9B3H_sample001,K5LA59U_sample003,ZF8WDFS_sample007,GM30XFD_sample001,9M7H5EI_sample001,UYX1M7A_sample002,2DZJ8RE_sample001,91W7C88_sample002,Q15VFHB_sample004,128T8B4_sample029,50RWL61_sample001,C18HPI3_sample001,C18HPI3_sample002,BYPLWTE_sample001,IO8L3WL_sample001,JD32HPP_sample004,37F102B_sample001,7UV42I3_sample001,U05HLZY_sample001,37F102B_sample002,3RGFT20_sample001,ZF8WDFS_sample004,LPHTEXM_sample002,91W7C88_sample001,UYX1M7A_sample001,2W5JG33_sample080,91W7C88_sample004,JD32HPP_sample001,U05HLZY_sample002,O3F124I_sample001,BV5W979_sample004
CTCF_M07875_2.00,0,0,0,0,0,0,0,53,0,0,0,0,0,0,41,55,0,97,0,72,97,0,26,92,85,0,85,0,50,0,0,0,0,0,0,0,79,0,0,80,0,0,0,0,94,0,0,0,0,0,0,0,0,109,0,0,0,94,0,0,0,101,0,0,0,0,0,0,0,0,24,81,0,0,73,54,105,0,0,0,0,0,0,0,0,0,38,0
FOXI1_FOXI1_HUMAN.H11MO.0.B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,27,0,10,0,0,0,0,0,0,0,0,0,0,0,0
KLF7_M08298_2.00,0,104,63,0,0,0,64,0,0,0,0,40,0,0,31,29,87,0,0,66,0,0,32,53,68,76,52,0,43,0,0,0,0,0,70,0,62,0,0,56,0,0,53,0,64,0,0,0,0,0,0,0,0,90,0,0,0,37,0,0,0,71,0,0,0,59,0,0,0,0,18,54,0,0,33,0,84,0,0,0,0,0,0,0,0,67,27,0
REL_REL_HUMAN.H11MO.0.B,0,0,0,0,54,0,0,27,0,0,0,0,0,0,0,17,36,0,0,0,0,0,0,26,33,0,41,0,0,0,0,0,0,0,0,50,36,0,0,30,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,43,0,0,0,0,0,0,0,0,0,28,0,0,29,0,0,0,0,0,0,0,0,0,0,0,15,0
CTCF_M07894_2.00,0,0,0,0,0,0,95,64,0,0,0,69,0,0,47,61,103,0,0,88,0,0,35,97,103,0,94,0,60,0,0,0,0,0,0,0,106,0,0,103,0,0,0,0,109,0,0,0,0,0,0,0,0,121,0,0,0,104,0,0,0,124,0,0,0,0,0,0,0,0,32,87,0,0,67,0,0,0,0,0,0,0,0,0,0,68,39,0
EHF_EHF_HUMAN.H11MO.0.B,0,41,20,0,0,0,0,0,0,0,0,22,0,0,18,33,0,0,0,0,0,0,0,56,47,0,63,0,0,0,0,0,0,0,0,0,50,0,0,55,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,67,0,0,0,0,0,0,0,0,0,51,0,0,36,0,0,0,0,0,0,0,0,0,0,30,15,0
CTCF_M07865_2.00,0,0,0,0,0,0,0,53,0,0,68,0,0,0,41,52,0,0,0,74,96,0,24,85,94,0,80,0,53,0,0,0,0,0,0,0,90,0,0,85,0,0,0,0,85,0,0,0,0,0,0,0,0,109,0,0,0,77,0,0,0,108,0,0,0,65,0,0,0,0,0,71,0,0,53,68,0,0,0,0,0,0,0,0,0,0,29,0
ZIM3_ZIM3_HUMAN.H11MO.0.C,0,53,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,47,0,0,30,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,28,0,86,0,0,0,0,0,0,0,0,0,12,0
ZNF574_M08294_2.00,0,25,0,0,26,0,14,12,0,0,0,0,0,0,7,10,0,28,0,13,24,0,0,30,27,0,25,0,0,0,0,0,0,0,30,0,24,0,0,25,0,0,26,0,21,0,23,0,0,21,0,0,0,34,0,0,0,23,14,0,0,32,0,26,0,14,0,0,0,0,0,31,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
ETV1_MA0761.2,0,0,17,0,0,0,17,0,0,0,26,0,0,0,20,27,0,37,0,0,0,0,0,56,41,39,46,0,14,40,0,0,0,0,0,51,52,0,0,49,0,0,60,0,47,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,48,0,0,31,0,64,0,0,40,0,0,0,0,0,49,0,0
HLF_HLF_HUMAN.H11MO.0.C,0,0,0,0,6,0,0,5,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,10,6,0,7,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,13,0,4,0,4,0,0,0,0,4,25,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0
KLF15_M08323_2.00,0,0,0,0,0,0,157,0,0,0,0,0,0,0,64,68,0,251,0,201,0,0,60,108,128,0,107,0,127,0,0,0,0,0,0,0,120,0,0,118,0,0,192,0,134,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,182,0,0,0,179,0,0,0,0,38,116,0,0,84,0,277,0,0,0,0,0,0,0,0,0,88,0
SPIB_MA0081.2,0,0,36,0,0,0,30,0,0,0,0,0,0,0,29,47,94,77,0,72,0,0,10,99,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,82,0,0,0,0,53,0,0,0,0,0,74,0,0,0,123,0,0,0,0,0,0,0,0,0,81,0,0,68,0,0,0,0,0,0,0,0,0,0,0,24,0
MXI1_M08181_2.00,0,26,7,0,26,0,14,11,0,0,0,15,0,0,4,8,0,11,0,10,0,0,0,17,17,0,18,0,6,0,0,0,0,0,0,19,12,0,0,16,0,0,16,0,14,0,14,0,0,22,0,0,0,26,0,0,0,12,0,0,21,19,0,0,0,13,0,0,0,0,0,14,23,0,10,0,25,0,0,0,0,0,0,0,0,0,6,0
ZBTB12_M08389_2.00,0,0,0,0,0,0,0,6,0,5,0,4,0,0,4,0,0,0,0,16,14,0,0,18,16,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,11,12,0,0,0,0,0,0,0,0,9,0,0,0,0,0,16,0,0,0,28,0,0,0,10,0,0,0,0,0,14,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0
ZNF425_M07758_2.00,0,0,8,0,0,0,7,3,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,10,0,10,16,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,9,3,0,0,0,13,0,0,0,15,8,0,0,11,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,7,6,14,0,0,0,0,0,0,0,0,0,0,0
ZNF320_MA1976.1,0,0,213,0,0,0,0,187,0,0,0,0,0,0,92,115,0,382,0,268,0,0,42,240,274,0,235,0,165,0,0,0,0,0,0,0,265,0,0,206,0,0,249,0,254,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,329,0,0,0,0,0,0,0,0,0,245,0,0,159,0,0,0,0,0,0,0,0,0,0,0,118,0
PRDM1_M07845_2.00,0,0,0,0,0,0,0,19,0,0,19,20,0,0,0,0,37,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,50,0,0,0,0,0,47,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,69,0,0,0,0,0,0,0,0,0,17,0
CDX2_CDX2_HUMAN.H11MO.0.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
ZNF749_M07680_2.00,0,40,0,0,31,0,0,16,0,0,0,0,0,0,0,12,22,27,0,20,0,0,0,26,29,19,25,0,12,0,0,0,0,0,0,36,26,0,0,19,0,0,0,0,32,0,35,0,15,0,0,0,0,0,0,0,0,22,0,0,38,38,0,0,0,0,0,0,0,0,0,27,0,0,14,0,44,0,0,0,0,0,0,0,0,23,0,0
ZNF16_MA1654.1,0,0,33,0,0,0,0,51,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,87,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,80,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,26,0
HIF1A_HIF1A_HUMAN.H11MO.0.C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF285_M07777_2.00,0,0,0,0,24,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,27,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0
ZNF280A_M08332_2.00,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,22,0,26,30,38,45,0,0,31,26,17,29,0,12,0,0,0,0,0,0,46,33,0,0,32,0,0,0,0,31,0,31,0,0,0,0,25,0,0,0,0,0,25,0,0,0,49,0,48,0,0,0,0,0,0,0,0,0,0,22,32,0,0,0,35,0,0,0,0,0,0,0,0
KLF3_KLF3_HUMAN.H11MO.0.B,0,0,0,0,0,0,0,217,0,0,0,0,0,0,113,108,0,384,0,318,0,0,116,197,232,0,188,0,211,0,0,0,0,0,0,0,212,0,0,192,0,0,250,0,188,0,0,0,0,0,0,0,0,451,0,0,0,182,0,0,0,274,0,0,0,262,0,0,0,0,85,201,0,0,148,0,0,0,0,0,0,0,0,0,0,0,145,0
ZNF212_M07625_2.00,0,0,0,0,0,0,0,114,0,0,0,98,0,0,48,132,165,0,0,0,0,0,0,208,194,0,190,0,71,0,0,0,0,0,0,208,200,0,0,139,0,0,0,0,224,0,0,0,0,0,0,122,0,0,0,0,0,165,0,0,0,325,0,0,0,0,0,0,0,0,27,241,0,0,0,0,296,0,0,0,0,0,0,0,0,0,46,0
ZNF274_M07936_2.00,26,0,14,0,29,0,0,18,0,0,0,0,0,0,0,0,19,16,0,27,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,13,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,49,0,0,0,0,0,0,0,0,0,0,0
ERG_ERG_HUMAN.H11MO.0.A,0,0,0,0,78,0,0,39,0,0,0,0,0,0,24,27,0,0,0,57,0,0,8,71,73,0,59,0,23,0,0,0,0,0,0,74,81,0,0,60,0,0,76,0,71,0,67,0,0,0,0,0,0,0,0,0,0,49,0,0,0,100,0,0,0,0,0,0,0,84,21,66,0,0,45,0,0,0,0,0,0,0,0,0,0,70,25,0
E2F6_M08107_2.00,0,0,30,0,68,0,36,29,0,0,0,23,0,0,0,16,0,51,0,34,58,0,0,48,54,0,54,0,21,0,0,0,0,0,0,0,48,0,0,38,0,0,31,0,49,0,0,0,0,0,0,33,0,0,0,0,0,41,0,0,0,77,0,0,0,0,0,0,0,0,18,63,0,0,32,0,0,0,0,0,0,0,0,0,0,0,16,0
CTCF_M07890_2.00,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,30,0,0,0,41,0,0,0,51,49,0,49,0,28,0,0,0,0,0,0,0,43,0,0,52,0,0,0,0,52,0,0,0,0,0,0,0,0,58,0,0,0,54,0,0,0,58,0,0,56,0,0,0,0,0,0,45,0,0,39,33,62,0,0,0,0,0,0,0,0,0,16,0
MAZ_MAZ_HUMAN.H11MO.0.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,140,0,0,0,0,0,0,0,266,323,0,243,0,226,0,0,0,0,0,0,0,260,0,0,244,0,0,410,0,320,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,427,0,0,0,0,0,0,0,0,84,281,0,0,179,0,0,0,0,0,0,0,0,0,0,0,153,0
STAT1_M08014_2.00,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,9,0,0,0,9,16,0,16,0,0,0,0,0,0,0,0,0,11,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,21,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0
CRX_CRX_HUMAN.H11MO.0.B,5,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,10,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0
NEUROD1_M08057_2.00,0,58,0,0,0,0,17,0,0,0,0,0,0,0,9,0,0,32,0,0,0,0,0,0,0,0,36,0,13,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,52,0,0,0,0,0,0,0,0,0,14,0
ZBTB7A_M07937_2.00,0,0,96,0,0,0,100,79,0,0,0,0,0,0,33,45,104,145,0,137,110,0,28,79,91,0,68,0,77,0,0,0,0,0,0,0,0,0,0,68,0,0,102,0,74,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,24,80,0,0,57,116,153,0,0,0,0,0,0,0,0,0,55,0
PAX5_M08160_2.00,0,0,17,0,0,0,20,19,0,0,25,0,0,0,0,0,0,0,0,19,0,0,0,38,36,18,38,0,11,0,0,0,0,0,0,0,35,0,0,30,0,0,27,0,40,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,48,0,31,0,0,0,0,0,30,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAFF_MA0495.3,0,0,0,0,0,0,7,13,0,0,0,9,0,0,0,10,15,18,0,0,20,0,0,21,18,0,20,0,9,0,0,0,0,0,0,0,17,0,0,18,0,0,0,0,18,0,13,0,0,0,0,17,0,0,0,0,0,18,0,0,0,35,0,48,33,0,0,0,0,0,0,22,0,0,13,23,42,0,0,0,0,0,0,0,0,0,0,0
NEUROD1_MA1109.1,0,57,0,0,0,0,18,0,0,0,0,0,0,0,10,0,0,34,0,0,0,0,0,0,0,0,38,0,12,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,53,0,0,0,0,0,0,0,0,0,14,0
ZNF594_M08354_2.00,0,0,0,0,75,0,0,0,0,0,0,0,0,0,17,0,0,0,0,33,0,0,0,68,0,0,55,0,22,0,0,0,0,0,0,0,0,0,0,55,0,0,48,0,64,0,64,0,0,0,0,33,0,93,0,0,0,0,0,0,0,90,0,0,0,39,0,0,0,0,13,56,0,0,0,59,73,0,0,0,0,0,0,0,0,0,23,0
MAF_MAF_HUMAN.H11MO.0.A,0,0,0,0,0,0,0,25,0,0,19,0,0,0,14,34,0,0,0,28,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,9,0
FOXP1_M08115_2.00,0,0,0,0,12,0,0,0,0,7,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,14,0,0,11,9,0,0,0,0,6,0,0,0,0,0,0,0,0,11,15,0,0,21,5,0,0,0,19,0,12,0,0,0,13,20,0,0,8,0,0,0,0,0,0,0,0
PATZ1_PATZ1_HUMAN.H11MO.0.C,0,0,0,0,0,0,0,284,0,0,0,0,0,0,125,129,0,0,0,415,0,0,102,292,327,0,236,0,270,0,0,0,0,0,0,0,262,0,0,239,0,0,401,0,275,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,393,0,0,0,354,0,0,0,0,89,260,0,0,170,0,628,0,0,0,0,0,0,0,0,0,189,0
LHX3_LHX3_HUMAN.H11MO.0.C,0,15,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,0,0,0,5,0,0,0,0,15,0,0
ZNF445_M07674_2.00,30,0,0,0,0,0,0,0,0,0,14,0,0,0,0,17,0,0,0,0,41,0,0,34,36,0,40,0,14,0,0,0,0,0,0,32,37,0,0,40,0,0,39,0,48,0,0,0,0,0,0,0,0,0,40,0,0,29,0,0,0,62,0,0,0,0,0,0,0,52,0,44,0,0,22,0,64,0,0,0,0,0,0,0,0,38,0,0
NFKB1_NFKB1_HUMAN.H11MO.1.B,0,26,0,0,0,0,12,14,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,18,20,0,24,0,10,0,0,0,0,0,0,33,20,0,0,0,0,0,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,20,24,0,0,0,0,0,0,0,0,0,0,0
JUND_MA0491.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,14,18,0,0,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,11,0,29,0,0,0,14,0,0,0,20,0,27,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
ZN449_ZN449_HUMAN.H11MO.0.C,0,0,0,0,46,0,18,19,0,0,0,20,0,0,13,22,0,0,0,26,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,36,0,0,0,0,16,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,55,0,0,0,0,0,0,0,0,0,12,0
GATA1_M07964_2.00,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,10,0,0,0,0,34,0,0,22,16,17,22,0,0,0,0,0,0,0,0,37,18,0,0,18,0,0,0,0,23,0,11,0,0,0,0,0,0,0,0,0,0,20,0,0,0,24,0,0,0,0,0,0,22,0,0,18,0,0,16,19,0,0,0,0,0,0,0,0,0,0,0,0
PRGR_PRGR_HUMAN.H11MO.0.A,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,18,0,0,31,0,0,0,26,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,56,0,24,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0
ZNF707_MA1715.1,0,0,0,0,70,0,24,14,0,0,30,0,0,0,22,27,0,0,0,43,0,0,0,60,59,0,47,0,21,0,0,0,0,0,0,0,0,0,0,52,0,0,40,0,47,0,0,0,0,0,0,24,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,13,58,0,0,35,0,76,0,0,0,0,0,0,0,0,60,18,0
EWSR1-FLI1_MA0149.1,0,0,35,0,0,0,0,65,0,0,0,0,0,0,31,47,0,96,0,0,100,0,4,73,76,0,74,0,29,0,0,0,0,0,0,0,60,0,0,70,0,0,92,0,67,0,74,0,0,0,0,0,0,0,0,0,0,68,0,0,0,122,0,0,0,0,0,0,0,0,15,81,0,0,47,75,0,0,0,0,0,0,0,0,0,0,26,0
ZNF610_MA1713.1,0,0,0,0,85,0,0,53,0,0,0,0,0,0,0,27,0,93,0,61,0,0,0,53,66,0,48,0,51,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,74,0,0,0,0,0,0,0,0,31,60,0,0,40,60,73,0,0,0,0,0,0,0,0,0,41,0
MAX_M07792_2.00,0,0,0,0,0,0,20,0,0,0,24,26,0,0,0,0,0,0,0,0,44,0,0,35,33,0,37,0,0,0,0,0,0,0,0,0,49,0,0,35,0,0,45,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,37,0,0,0,27,0,0,0,0,0,0,0,0,0,0,10,42
ZNF652_MA1657.1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,8,7,13,0,0,0,0,0,10,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TFAP2C_MA0814.2,0,0,0,0,0,0,0,32,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,82,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,136,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
ZBTB12_MA1649.1,0,21,0,16,0,0,0,8,0,0,8,0,13,0,0,0,0,13,0,0,12,0,0,0,0,0,17,0,7,0,0,0,0,0,0,0,13,0,0,12,0,0,0,0,16,0,0,0,0,0,0,5,0,0,18,0,0,10,11,0,0,17,0,0,12,0,0,0,0,16,0,15,0,0,9,0,15,0,0,0,0,0,0,0,0,13,3,0
BCL11A_M07926_2.00,0,0,38,0,0,0,32,0,0,0,0,0,0,0,18,29,73,52,0,44,0,0,5,68,49,0,68,0,0,0,0,0,0,0,0,0,60,0,0,56,0,0,74,0,66,0,0,0,0,0,0,38,0,0,0,0,0,54,0,0,0,85,0,0,0,0,0,0,0,0,5,59,0,0,39,48,0,0,0,0,0,0,0,0,0,0,12,0
ZNF550_M07772_2.00,0,0,21,0,0,0,0,19,0,22,23,21,0,0,0,0,0,36,0,21,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,44,0,0,0,50,0,0,34,0,0,0,0,0,0,0,0,12,0,0,0,0,0,33,0,0,0,68,0,46,0,35,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USF1_M07807_2.00,0,0,0,0,33,0,0,17,0,0,0,0,0,0,18,27,0,36,44,0,0,0,8,34,41,32,47,0,0,0,0,0,0,0,0,0,42,0,0,33,0,0,0,0,44,0,32,0,0,0,0,0,0,0,0,0,0,32,0,0,39,58,0,0,0,31,0,0,0,0,0,45,0,0,29,32,51,0,0,0,0,0,0,0,0,0,0,0
YY1_M07855_2.00,0,0,0,0,42,0,16,17,0,0,0,0,0,0,14,20,0,0,0,13,0,0,6,31,32,0,28,0,10,0,0,0,0,0,0,30,28,0,0,26,0,0,0,0,27,0,34,0,0,0,0,19,0,0,0,0,0,23,0,0,0,40,0,29,0,0,0,0,0,0,0,27,0,0,27,26,38,0,0,0,0,0,0,0,0,0,9,0
CTCF_MA1930.1,0,0,0,0,0,0,0,142,0,0,0,0,0,0,123,0,0,0,0,0,0,0,55,261,255,0,245,0,153,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,247,0,0,212,0,300,0,0,0,0,0,0,0,0,0,119,0
PAX6_PAX6_HUMAN.H11MO.0.C,0,0,4,0,0,0,0,0,0,17,0,0,0,0,2,10,0,13,0,20,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,13,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,14,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
JUNB_M07829_2.00,0,0,6,0,23,0,0,5,0,0,10,8,0,0,5,0,28,27,0,17,0,0,0,19,22,28,0,0,0,0,0,0,0,0,34,0,23,0,0,21,0,0,12,0,23,0,26,0,0,20,0,0,0,0,0,0,0,18,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
ZNF274_M07933_2.00,0,0,16,0,43,0,0,22,0,0,0,0,0,0,0,24,34,33,0,0,0,0,0,43,30,0,32,0,19,0,0,0,0,0,0,0,30,0,0,0,0,0,63,0,36,0,0,0,0,0,0,17,0,0,0,0,0,29,0,0,0,54,0,0,0,0,0,0,0,0,0,47,0,0,26,0,0,0,0,0,0,0,0,0,0,0,9,0
NKX21_NKX21_HUMAN.H11MO.0.A,0,0,0,0,36,0,10,0,0,0,0,0,0,0,8,14,26,0,0,0,0,0,0,38,45,0,32,0,10,0,0,0,0,0,0,35,48,0,0,42,0,0,36,0,39,21,28,0,0,0,0,0,0,0,0,0,0,35,0,0,0,47,0,0,0,0,0,0,0,0,0,37,0,0,0,0,50,0,0,0,0,0,0,0,0,34,8,0
ZNF33A_M08263_2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF24_MA1124.1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,9,0,0,0,25,0,0,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0
